Accident Ref.,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
1180110891,BROMLEY,19,535180,169290,2,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180110891,BROMLEY,19,535180,169290,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180111015,BROMLEY,19,540398,168729,1,3 Pedestrian,2 Female,25-59,27,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1180111072,BROMLEY,19,542150,165090,2,1 Driver/Rider,1 Male,16-24,18,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180111072,BROMLEY,19,542150,165090,1,1 Driver/Rider,2 Female,60+,74,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180111152,BROMLEY,19,542230,166430,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180111182,BROMLEY,19,545350,168170,1,1 Driver/Rider,1 Male,25-59,53,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
1180111328,BROMLEY,19,541790,167370,1,1 Driver/Rider,2 Female,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180111814,BROMLEY,19,541770,167470,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180111814,BROMLEY,19,541770,167470,3,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180111814,BROMLEY,19,541770,167470,2,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180111860,BROMLEY,19,538584,169397,1,1 Driver/Rider,1 Male,25-59,36,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180111979,BROMLEY,19,542947,171851,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180112037,BROMLEY,19,539060,168940,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1180112114,BROMLEY,19,539680,166390,1,1 Driver/Rider,2 Female,60+,79,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180112182,BROMLEY,19,539570,170450,1,1 Driver/Rider,2 Female,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180112393,BROMLEY,19,537580,167100,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180112413,BROMLEY,19,546130,165870,3,1 Driver/Rider,2 Female,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180112413,BROMLEY,19,546130,165870,2,2 Passenger,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180112413,BROMLEY,19,546130,165870,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180112530,BROMLEY,19,544870,159030,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180112599,BROMLEY,19,534520,169890,2,1 Driver/Rider,2 Female,25-59,59,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180112599,BROMLEY,19,534520,169890,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180112622,BROMLEY,19,534770,169290,1,1 Driver/Rider,2 Female,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180112622,BROMLEY,19,534770,169290,2,2 Passenger,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180112625,BROMLEY,19,539590,169070,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180112864,BROMLEY,19,546300,169310,1,3 Pedestrian,1 Male,16-24,19,1,3 Slight,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian, 
1180112895,BROMLEY,19,537440,169760,2,2 Passenger,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180112895,BROMLEY,19,537440,169760,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180112959,BROMLEY,19,534550,169630,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180112993,BROMLEY,19,534580,169820,1,1 Driver/Rider,1 Male,60+,66,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180113227,BROMLEY,19,535800,170620,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180113327,BROMLEY,19,534040,170490,1,1 Driver/Rider,1 Male,25-59,45,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180113332,BROMLEY,19,537500,170090,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180113729,BROMLEY,19,543220,167670,2,2 Passenger,1 Male,0-15,2,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180113729,BROMLEY,19,543220,167670,3,1 Driver/Rider,1 Male,60+,65,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180113729,BROMLEY,19,543220,167670,1,1 Driver/Rider,2 Female,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180113766,BROMLEY,19,537450,170100,1,1 Driver/Rider,2 Female,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180113832,BROMLEY,19,535040,170540,1,1 Driver/Rider,1 Male,16-24,17,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180114119,BROMLEY,19,546890,167690,1,1 Driver/Rider,1 Male,25-59,29,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180114125,BROMLEY,19,546233,166242,1,2 Passenger,1 Male,60+,63,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180114360,BROMLEY,19,540400,170260,1,2 Passenger,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180114393,BROMLEY,19,541660,163640,1,1 Driver/Rider,2 Female,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180114463,BROMLEY,19,540370,170350,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180114577,BROMLEY,19,540670,168000,1,2 Passenger,2 Female,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180114623,BROMLEY,19,536640,168910,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180114623,BROMLEY,19,536640,168910,2,2 Passenger,2 Female,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180114926,BROMLEY,19,539610,160700,2,2 Passenger,2 Female,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180114926,BROMLEY,19,539610,160700,3,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180114926,BROMLEY,19,539610,160700,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180115051,BROMLEY,19,544140,167170,1,2 Passenger,1 Male,0-15,13,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180115051,BROMLEY,19,544140,167170,2,2 Passenger,1 Male,0-15,10,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180115224,BROMLEY,19,534420,171360,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180115224,BROMLEY,19,534420,171360,2,2 Passenger,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180115237,BROMLEY,19,542360,169570,1,2 Passenger,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180115351,BROMLEY,19,544220,164840,1,1 Driver/Rider,2 Female,60+,65,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180115351,BROMLEY,19,544220,164840,2,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180115513,BROMLEY,19,543959,170696,1,1 Driver/Rider,2 Female,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180115513,BROMLEY,19,543959,170696,2,2 Passenger,1 Male,0-15,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180115513,BROMLEY,19,543959,170696,3,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180115524,BROMLEY,19,540670,171060,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180115545,BROMLEY,19,534620,169770,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180115773,BROMLEY,19,548100,164020,2,1 Driver/Rider,2 Female,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180115773,BROMLEY,19,548100,164020,1,1 Driver/Rider,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180115810,BROMLEY,19,543840,170860,1,3 Pedestrian,1 Male,25-59,45,1,3 Slight,01 Crossing Road On Ped Xing,2 From Drivers N/Side Msk,1 Pedestrian, 
1180115845,BROMLEY,19,537200,169350,1,3 Pedestrian,2 Female,25-59,31,1,3 Slight,03 Crossing Road In Zig-Zag Exit,3 From Drivers O/Side,1 Pedestrian, 
1180115849,BROMLEY,19,545540,164090,1,1 Driver/Rider,1 Male,60+,63,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180115915,BROMLEY,19,547250,168480,1,1 Driver/Rider,2 Female,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180115919,BROMLEY,19,541500,168680,1,3 Pedestrian,2 Female,25-59,36,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
1180115946,BROMLEY,19,545540,165770,1,1 Driver/Rider,2 Female,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180115946,BROMLEY,19,545540,165770,2,2 Passenger,2 Female,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180115961,BROMLEY,19,537450,169110,1,1 Driver/Rider,1 Male,0-15,13,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180116089,BROMLEY,19,541270,167990,1,1 Driver/Rider,1 Male,25-59,28,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180116178,BROMLEY,19,537970,166710,1,3 Pedestrian,2 Female,16-24,23,1,2 Serious,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
1180116321,BROMLEY,19,534350,170210,1,1 Driver/Rider,2 Female,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180116321,BROMLEY,19,534350,170210,2,2 Passenger,2 Female,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180116338,BROMLEY,19,535970,169450,1,1 Driver/Rider,1 Male,0-15,15,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180116338,BROMLEY,19,535970,169450,2,1 Driver/Rider,1 Male,25-59,46,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180116469,BROMLEY,19,540440,170280,1,2 Passenger,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180116548,BROMLEY,19,540946,168299,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180116673,BROMLEY,19,545120,169280,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180116673,BROMLEY,19,545120,169280,2,1 Driver/Rider,2 Female,60+,66,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180116693,BROMLEY,19,535624,170050,1,2 Passenger,2 Female,60+,90,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180116750,BROMLEY,19,537450,169760,2,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180116750,BROMLEY,19,537450,169760,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180116753,BROMLEY,19,542570,165100,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180116816,BROMLEY,19,539410,164380,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180116831,BROMLEY,19,535450,169940,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180116841,BROMLEY,19,538300,166210,2,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
1180116841,BROMLEY,19,538300,166210,1,1 Driver/Rider,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180116878,BROMLEY,19,534920,169590,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180116910,BROMLEY,19,543310,167630,1,1 Driver/Rider,2 Female,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180116931,BROMLEY,19,535440,169940,1,2 Passenger,2 Female,60+,80,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180116931,BROMLEY,19,535440,169940,2,2 Passenger,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180117192,BROMLEY,19,546810,167570,1,1 Driver/Rider,2 Female,25-59,27,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180117240,BROMLEY,19,545310,168970,1,1 Driver/Rider,1 Male,25-59,59,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180117256,BROMLEY,19,535350,169830,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180117304,BROMLEY,19,534890,170770,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180117403,BROMLEY,19,536760,169040,1,1 Driver/Rider,1 Male,25-59,30,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180117733,BROMLEY,19,542980,167720,1,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180117781,BROMLEY,19,539660,161420,1,1 Driver/Rider,1 Male,25-59,30,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180117798,BROMLEY,19,546490,166590,1,3 Pedestrian,1 Male,60+,80,1,2 Serious,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
1180117903,BROMLEY,19,538430,165590,1,1 Driver/Rider,2 Female,60+,89,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
1180118322,BROMLEY,19,544750,169810,1,2 Passenger,2 Female,25-59,48,1,2 Serious,-2 Unknown,-2 N/A,8 Other Vehicle, 
1180118356,BROMLEY,19,542090,171990,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180118402,BROMLEY,19,545870,169640,1,1 Driver/Rider,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180118402,BROMLEY,19,545870,169640,2,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180118432,BROMLEY,19,539590,170430,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180118483,BROMLEY,19,539590,160800,2,2 Passenger,1 Male,16-24,16,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180118483,BROMLEY,19,539590,160800,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180118513,BROMLEY,19,538300,166330,1,2 Passenger,2 Female,60+,86,1,2 Serious,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180118566,BROMLEY,19,542386,168135,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180118582,BROMLEY,19,540360,169580,1,2 Passenger,1 Male,60+,65,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180118620,BROMLEY,19,538030,166100,1,3 Pedestrian,1 Male,25-59,55,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
1180118634,BROMLEY,19,535840,168176,1,1 Driver/Rider,2 Female,60+,65,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180118638,BROMLEY,19,541020,168217,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180118761,BROMLEY,19,543290,169330,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180118761,BROMLEY,19,543290,169330,2,1 Driver/Rider,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180119017,BROMLEY,19,538750,169430,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180119113,BROMLEY,19,544780,166530,1,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1180119147,BROMLEY,19,534890,170640,1,1 Driver/Rider,1 Male,16-24,24,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180119242,BROMLEY,19,537300,169810,1,2 Passenger,2 Female,0-15,12,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180119242,BROMLEY,19,537300,169810,2,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180119305,BROMLEY,19,534580,169930,1,1 Driver/Rider,1 Male,60+,73,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180119396,BROMLEY,19,544570,167220,2,1 Driver/Rider,2 Female,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180119396,BROMLEY,19,544570,167220,1,1 Driver/Rider,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180119427,BROMLEY,19,540959,170040,1,2 Passenger,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180119449,BROMLEY,19,538162,168564,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180119630,BROMLEY,19,537020,169540,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180119846,BROMLEY,19,541910,170090,1,3 Pedestrian,1 Male,25-59,32,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
1180120154,BROMLEY,19,543620,161980,1,1 Driver/Rider,1 Male,25-59,51,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
1180120191,BROMLEY,19,544980,164430,1,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180120543,BROMLEY,19,534890,170740,1,3 Pedestrian,2 Female,25-59,44,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
1180120546,BROMLEY,19,543730,169870,1,1 Driver/Rider,1 Male,25-59,56,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180120956,BROMLEY,19,539360,169870,1,3 Pedestrian,1 Male,0-15,14,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
1180120966,BROMLEY,19,547080,169010,1,2 Passenger,2 Female,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180120966,BROMLEY,19,547080,169010,2,2 Passenger,1 Male,0-15,8,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180120982,BROMLEY,19,538160,169670,1,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180121204,BROMLEY,19,548420,167460,1,1 Driver/Rider,2 Female,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180121204,BROMLEY,19,548420,167460,2,2 Passenger,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180121448,BROMLEY,19,535132,169582,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180121548,BROMLEY,19,540530,168560,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180121767,BROMLEY,19,548930,162960,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180121887,BROMLEY,19,537970,168520,1,1 Driver/Rider,1 Male,25-59,56,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180121918,BROMLEY,19,534130,170310,1,3 Pedestrian,2 Female,25-59,27,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1180122058,BROMLEY,19,544090,170610,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
1180122088,BROMLEY,19,540650,170280,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180122107,BROMLEY,19,546220,165950,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180122118,BROMLEY,19,537580,169530,1,1 Driver/Rider,1 Male,25-59,44,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180122175,BROMLEY,19,546070,168590,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180122262,BROMLEY,19,543950,170690,1,3 Pedestrian,2 Female,0-15,15,1,2 Serious,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
1180122277,BROMLEY,19,539280,169370,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180122323,BROMLEY,19,546440,169840,1,1 Driver/Rider,2 Female,60+,62,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180122449,BROMLEY,19,537110,169330,1,3 Pedestrian,2 Female,25-59,46,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
1180122579,BROMLEY,19,538040,165480,1,1 Driver/Rider,2 Female,16-24,18,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
1180122611,BROMLEY,19,541040,160430,1,2 Passenger,2 Female,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180122772,BROMLEY,19,537440,169940,1,3 Pedestrian,2 Female,25-59,32,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1180122798,BROMLEY,19,544660,167400,1,1 Driver/Rider,1 Male,16-24,17,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180122823,BROMLEY,19,538000,166350,1,1 Driver/Rider,2 Female,25-59,59,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180122922,BROMLEY,19,546620,168690,1,1 Driver/Rider,2 Female,25-59,38,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
1180122982,BROMLEY,19,538130,168579,1,2 Passenger,1 Male,0-15,0,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180123035,BROMLEY,19,542356,170588,1,3 Pedestrian,2 Female,0-15,14,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
1180123249,BROMLEY,19,541960,172920,1,1 Driver/Rider,2 Female,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180123301,BROMLEY,19,543960,170690,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180123469,BROMLEY,19,537150,169275,1,1 Driver/Rider,1 Male,16-24,17,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180123480,BROMLEY,19,540400,168680,2,3 Pedestrian,1 Male,16-24,16,1,3 Slight,01 Crossing Road On Ped Xing,4 From Drivers O/Side Msk,1 Pedestrian, 
1180123480,BROMLEY,19,540400,168680,3,3 Pedestrian,1 Male,16-24,17,1,3 Slight,01 Crossing Road On Ped Xing,4 From Drivers O/Side Msk,1 Pedestrian, 
1180123480,BROMLEY,19,540400,168680,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180123516,BROMLEY,19,541720,168840,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180123529,BROMLEY,19,546320,166550,1,2 Passenger,2 Female,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180123529,BROMLEY,19,546320,166550,2,2 Passenger,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180123624,BROMLEY,19,546440,169840,1,2 Passenger,2 Female,0-15,12,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180123624,BROMLEY,19,546440,169840,2,1 Driver/Rider,1 Male,60+,62,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180123660,BROMLEY,19,540284,168892,1,2 Passenger,2 Female,60+,75,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180123683,BROMLEY,19,542050,166860,1,3 Pedestrian,2 Female,0-15,10,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
1180123699,BROMLEY,19,534100,170280,1,3 Pedestrian,2 Female,25-59,28,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1180123900,BROMLEY,19,538070,168490,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180123940,BROMLEY,19,540370,169570,1,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180123990,BROMLEY,19,538140,168280,1,1 Driver/Rider,1 Male,16-24,20,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
1180124189,BROMLEY,19,539200,170240,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180124361,BROMLEY,19,535450,169940,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
